Alumna Circle Status,Last (Family) Name,First (Given) Name,Encoded ID,Current Region,Current Subregion,Current Circle ID,Current Co-Leader?,Current/ Continuing Meeting Day,Current/ Continuing Meeting Time,GSB Degree,GSB Class Year,Requested Region From Form,1st Choice Subregion/ Time Zone,2nd Choice Subregion/ Time Zone,3rd Choice Subregion/ Time Zone,"If Can't Place In-Person, Open to Virtual-Only?",1st Choice Days and Times of Week,2nd Choice Days and Times of Week,3rd Choice Days and Times of Week,Days & Times Additional Info,Employment Status,Industry Sector,Racial Identity,Gender Identity,Sexual Orientation,Relationship Status,Children,Special Needs?,Volunteering to Host?,(Non CLs) Volunteering to Co-Lead?,Co-Leader Response: Meeting Format,Co-Leader Response: Hosts,Co-Leader Response: Max New Member Requested,Co-Leader Response: Anything You are Looking for in New Members,Co-Leader Response: Day(s),Co-Leader Response: Times,Co-Leader Response:  CL in 2025?,Completed Form? Y/P,Preferred Email,Home City,Home State,Home Country,Home Phone,Business City,Business State,Business Country,Business Phone,Mobile Phone,"If already in 2 Circles, list both regions","If asking to join 2nd Circle, what is the 2nd region?",Additional Comments From Form,Region Edit Made by tar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 70,First Name 70,71464273815,Virtual-Only Americas,"GMT-5 (Eastern Standard Time: Boston, Montreal, New York City, Toronto, Washington, D.C.)",VO-AM-GMT-5-01,Yes,Wednesday,Evenings,MBA,2016,,,,,,,,,,Employed full-time for wages,Healthcare,White,Cis-gender female,Straight,Married,Children under 5,,n/a,,,,,,,,,N,Email 70,Philadelphia,PA,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 77,First Name 77,54028932853,Virtual-Only Americas,"GMT-7 (Mountain Standard Time: Denver, Phoenix)",VO-AM-GMT-7-02,No,M-Th,Evenings,MBA,1994,,,,,,,,,,Employed full-time for wages,Energy,White or European,Woman,Lesbian/Gay,Married,Adult children,,Sometimes,No,,,0,,,,,Y,Email 77,Boise,ID,United States,(208) 229-2025,,,,,(208) 573-4349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 89,First Name 89,70758701399,Virtual-Only APAC+EMEA,Varies,VO-AE-GMT+1-04,Yes,Tuesday,Varies,MBA,2019,,,,,,,,,,Employed full-time for wages,"Education,Finance,Technology",White or European,Woman,Straight,Long-term partnership,No children,No,,,Meet online,,2,"We are looking for two new members to join our circle. Ideally based in Europe as our circle is trying to meet once a year in person in a city one of the members lives in. 
 
 At the moment, we meet every first Tuesday of the month for two hours at 11 am CET. We are happy to reconsider for new members, however, daytime is preferable to us.",Tuesday,Days,Yes,Y,Email 89,Rotterdam,,Netherlands,646677779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 92,First Name 92,54769109890,Virtual-Only APAC+EMEA,Varies,VO-AE-GMT+1-04,No,Tuesday,Varies,MBA,1995,,,,,,,,,,"Self-employed,Volunteer","Consulting,Finance,Technology",White or European,Woman,Straight,Married,No children,,Sometimes,No,,,0,,,,,Y,Email 92,Milano,,Italy,,,,,,39-335-1236576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 97,First Name 97,57254827117,Virtual-Only Americas,"GMT-5 (Eastern Standard Time: Boston, Montreal, New York City, Toronto, Washington, D.C.)",VO-AM-GMT-5-03,No,Tuesday,Evenings,MBA,1998,,,,,,,,,,Employed full-time for wages,"Consulting,Consumer Products","Asian or Asian American,White or European",Woman,Straight,Single,No children,,,No,,,0,,,,,Y,Email 97,New York,NY,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 99,First Name 99,73170825403,Virtual-Only APAC+EMEA,"GMT+1 (Central European Time: Berlin, Madrid, Paris, Rome)",VO-AE-GMT+1-02,No,Tuesday,Evenings,MBA,2018,,,,,,,,,,Employed full-time for wages,"Consulting,Healthcare,Technology","Hispanic or Latino/a,White or European",Woman,Straight,Married,Children 5 and under,No,,No,,,0,,,,,Y,Email 99,Esplugues de Llobregrat,Barcelona,Spain,,,,,,34-6584-92020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 100,First Name 100,58997047013,Virtual-Only Americas,"GMT-8 (Pacific Standard Time: Los Angeles, San Diego, San Francisco, Seattle)",VO-AM-GMT-8-06,No,Monday,Evenings,MBA,2000,,,,,,,,,,,Media/Entertainment,"White,Other",Cis-gender female,Straight,Other (specify),"Children 6-18,Adult children",,n/a,,,,,,,,,N,Email 100,Mexico City,Mexico City,Mexico,5556623901,Alvaro Obregon,CdMx,Mexico,5546092299,5554386031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 120,First Name 120,50597488532,Virtual-Only Americas,"GMT-5 (Eastern Standard Time: Boston, Montreal, New York City, Toronto, Washington, D.C.)",VO-AM-GMT-5-01,Yes,Wednesday,Evenings,MBA,1990,,,,,,,,,,Self-employed,Consulting,White,Cis-gender female,Straight,Long-term relationship,Adult Children,,n/a,,,,,,,,,N,Email 120,Exeter,NH,United States,(603) 778-9219,Exeter,NH,United States,(603) 778-8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 124,First Name 124,43104598956,Virtual-Only Americas,"GMT-5 (Eastern Standard Time: Boston, Montreal, New York City, Toronto, Washington, D.C.)",VO-AM-GMT-5-08,No,Tuesday,Days,MBA,1981,,,,,,,,,,Employed full-time for wages,Other (specify),White or European,Woman,Straight,Married,Adult children,,,No,,,0,,,,,Y,Email 124,Greenwich,CT,United States,646-509-0575,Paris,,France,#ERROR!,(646) 509-0575,,,"You have had several retired/older Women's Circles Online meetings. I asked if it were possible to form an ongoing group of interested women but never had a response. I met two women from these sessions by accident who both said they would love to join one -- to share ideas in everything from books to Medicare and Estate Planning. What is required to circulate this idea please? Best regards, Madelyn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 131,First Name 131,50597230066,Virtual-Only Americas,"GMT-5 (Eastern Standard Time: Boston, Montreal, New York City, Toronto, Washington, D.C.)",VO-AM-GMT-5-06,No,Tuesday,Evenings,MBA,1990,,,,,,,,,,Employed full-time for wages,"Healthcare,Technology,Other (specify)",White or European,Woman,Straight,Divorced,No children,Yes (provide comments),,No,,,0,,,,,Y,Email 131,,,,,,,,,(919) 886-0295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 138,First Name 138,65658441526,Virtual-Only Americas,"GMT-5 (Eastern Standard Time: Boston, Montreal, New York City, Toronto, Washington, D.C.)",VO-AM-GMT-5-04,No,Wednesday,Evenings,MBA,2006,,,,,,,,,,Employed full-time for wages,"Consulting,Consumer Products,Government","Hispanic or Latina,White",Cis-gender female,Straight,Divorced,No children,,n/a,,,,,,,,,N,Email 138,Santiago,Region Metropolitana,Chile,7034864314,Santiago,Region Metropolitana,Chile,(703) 486-4314,56-9-4289-1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 145,First Name 145,57473648409,Virtual-Only APAC+EMEA,Varies,VO-AE-GMT+8-02,Yes,Wednesday,Evenings,MBA,2001,,,,,,,,,,Prefer not to answer,"Education,Finance",Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,No,,,Meet online,,2,Nothing specific,Thursday,Evenings,Yes,Y,Email 145,Hong Kong,,Hong Kong,852-2868-1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 146,First Name 146,68671429393,Virtual-Only APAC+EMEA,"GMT+1 (Central European Time: Berlin, Madrid, Paris, Rome)",VO-AE-GMT+1-07,Yes,Varies,Evenings,MBA,2012,,,,,,,,,,Employed full-time for wages,Technology,Asian or Asian American,Woman,Straight,Married,"Children 5 and under,Children 6 through 17",No,,,Meet online,,2,,Friday,Days,Yes,Y,Email 146,Amsterdam,Noord-Holland,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 155,First Name 155,64803545349,Virtual-Only Americas,"GMT-8 (Pacific Standard Time: Los Angeles, San Diego, San Francisco, Seattle)",VO-AM-GMT-8-12,No,M-F,Days,MBA,2005,,,,,,,,,,,"Consulting,Consumer Products,Technology,Other",Asian or Pacific Islander,Cis-gender female,Straight,Married,No children,,n/a,,,,,,,,,N,Email 155,Omaha,NE,United States,(402) 884-7686,,,,,(402) 517-1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 159,First Name 159,246165966370,Virtual-Only Americas,"GMT-8 (Pacific Standard Time: Los Angeles, San Diego, San Francisco, Seattle)",VO-AM-GMT-8-10,Yes,Tuesday,Days,SEP,2019,,,,,,,,,,Employed part-time for wages,"Agriculture,Consulting,Consumer Products,Finance,Healthcare,Technology",Asian or Asian American,Woman,Straight,Married,"Children 6 through 17,Adult children",No,,No,,,0,,,,,Y,Email 159,Cupertino,CA,United States,(408) 203-5628,,,,(408) 203-5628,(408) 203-5628,"Virtual-Only Americas, Peninsula",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 166,First Name 166,66817045194,Virtual-Only Americas,"GMT-5 (Eastern Standard Time: Boston, Montreal, New York City, Toronto, Washington, D.C.)",VO-AM-GMT-5-04,No,Wednesday,Evenings,SLO,2009,,,,,,,,,,Employed full-time for wages,Finance,Asian or Asian American,Woman,Asexual,Single,No children,No,,No,,,0,,,,,Y,Email 166,Toronto,ON,Canada,(647) 533-1197,,,,,,,Virtual-Only Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 170,First Name 170,64714553517,Virtual-Only Americas,"GMT-7 (Mountain Standard Time: Denver, Phoenix)",VO-AM-GMT-7-03,No,M-Th,Evenings,PHD,2008,,,,,,,,,,Employed full-time for wages,Education,Asian or Asian American,Woman,Straight,Married,Children 6 through 17,No,,No,,,0,,,,,Y,Email 170,Pittsburgh,PA,United States,(412) 268-7392,Pittsburgh,PA,United States,(412) 268-7392,(650) 804-6740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 193,First Name 193,65440574570,Virtual-Only Americas,"GMT-7 (Mountain Standard Time: Denver, Phoenix)",VO-AM-GMT-7-01,Yes,Thursday,Evenings,MBA,2006,,,,,,,,,,Self-employed,"Energy,Other (specify)",White or European,Woman,Straight,Married,Children 6 through 17,No,,,Meet online,,None,,Thursday,Evenings,Yes,Y,Email 193,Arlington,VA,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 197,First Name 197,41960926670,Virtual-Only APAC+EMEA,Varies,VO-AE-GMT+1-05,Yes,Wednesday,Evenings,MBA,1987,,,,,,,,,,Retired,"Consulting,Consumer Products,Technology","Hispanic or Latino/a,White or European",Woman,Straight,Married,Adult children,No,,,Meet online,N/A. MEET ONLY ONLINE,None,N/A. Staying put,Tuesday,Evenings,Yes,Y,Email 197,Portola Valley,CA,United States,,Portola Valley,CA,United States,,(650) 504-2388,,"Virtual-Only APAC+EMEA (Asia-Pacific, Europe, Middle East and Africa)","Thank you for organizing us!
 I would like to join the affinity circles for retired folks that was started this year. I didn't then because I couldn't stay in my current circle and join this new retirement circle. I can only do online circles as I split my time Europe/USA. I am attending the quarterly affinity retirement calls that are great. Thanks again, Rosalie.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 215,First Name 215,64811846084,Virtual-Only Americas,"GMT-7 (Mountain Standard Time: Denver, Phoenix)",VO-AM-GMT-7-03,No,M-Th,Evenings,MBA,2005,,,,,,,,,,Employed full-time for wages,Media/Entertainment,White or European,Woman,Straight,Married,Children 6 through 17,No,,No,,,0,,,,,Y,Email 215,Boulder,CO,United States,,,,,(303) 297-3636,(617) 519-3170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current-CONTINUING,Last Name 217,First Name 217,67965578629,Virtual-Only Americas,"GMT-7 (Mountain Standard Time: Denver, Phoenix)",VO-AM-GMT-7-03,No,M-Th,Evenings,MBA,2023,,,,,,,,,,Employed full-time for wages,Consumer Products,White or European,Woman,Straight,Long-term partnership,No children,No,,No,,,0,,,,,Y,Email 217,Milwaukie,OR,United States,,,,,,,,,This has been a fantastic part of my post GSB experience!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
